ticket_id,customer_id,created_at,subject,body_text,category
TCKT02752,CUST002297,2026-05-26 17:22:03,Password reset link not working,I never receive the verification code by text or email. Can someone manually reset my login so I can access my account?,login_issue
TCKT02753,CUST003625,2026-05-26 19:30:01,Can't log into my account,This has been happening for 10 days now and it's frustrating. I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT02754,CUST003037,2026-05-26 23:38:38,Thank you to your support team,"Thank you for being transparent about the recent fee changes. Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT02755,CUST000089,2026-05-27 04:37:37,"Failed transaction, need urgent help",My card was declined even though I have sufficient balance. This is the second time a other purchase has failed this month. The transaction error code didn't explain what actually went wrong. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT02756,CUST004584,2026-05-28 01:49:34,"Account under review, need status update",I can't withdraw or transfer any funds right now. I rely on this account for daily expenses and need access restored. My account has been frozen and nobody has explained why. Please tell me what documents you still need from me.,account_access
TCKT02757,CUST001543,2026-05-28 02:23:10,Great experience with your app,"Thank you for being transparent about the recent fee changes. Your support agent resolved my issue in minutes, really appreciated it. The new budgeting feature in the app is genuinely useful. Just wanted to recognize your team for great service this week.",positive_feedback
TCKT02758,CUST001798,2026-05-28 05:49:47,Just wanted to say thanks,"Your support agent resolved my issue in minutes, really appreciated it. Switching to this bank was one of the best financial decisions I've made. Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful.",positive_feedback
TCKT02759,CUST000479,2026-05-28 13:25:58,Too many hidden fees,I was charged a $392.01 fee I don't understand. This overdraft fee seems unfair given my account history. This is the third fee I've been charged this year that surprised me. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT02760,CUST003441,2026-05-28 16:07:50,App keeps logging me out,The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account? I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT02761,CUST003800,2026-05-28 18:53:30,Question about account types,Where can I download a statement from last 2 days? How do I update my mailing address on file?,general_inquiry
TCKT02762,CUST003636,2026-05-28 20:42:11,Just wanted to say thanks,"Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it. Switching to this bank was one of the best financial decisions I've made.",positive_feedback
TCKT02763,CUST003137,2026-05-29 04:55:15,No response to my ticket in a week,"Please escalate this, I've already followed up twice. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT02764,CUST004700,2026-05-29 19:07:18,Password reset link not working,Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
TCKT02765,CUST003883,2026-05-29 21:14:37,I think my card was compromised,"I did not authorize this transaction and want it reversed. I noticed several small unauthorized charges over the past 4 days. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT02766,CUST000087,2026-05-30 08:27:45,Excellent service this week,"The new budgeting feature in the app is genuinely useful. Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT02767,CUST003580,2026-05-30 12:40:51,Password reset link not working,I never receive the verification code by text or email. It says my credentials are invalid even though I just reset them. This has been happening for 6 days now and it's frustrating.,login_issue
TCKT02768,CUST003717,2026-05-30 14:26:32,My entertainment payment keeps failing,"Please refund the pending hold from the failed charge. I tried to pay Williams, Hughes and Hubbard for $213.91 and the transaction was declined. My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.",failed_transaction
TCKT02769,CUST000287,2026-05-30 14:28:57,Just wanted to say thanks,The app redesign is clean and much easier to navigate. Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT02770,CUST003704,2026-05-30 17:34:39,Been on hold for over an hour,"Your chat support disconnected me before resolving my issue. This is taking far too long to resolve for a simple issue. I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time.",slow_support
TCKT02771,CUST004638,2026-05-30 19:24:58,Can't access funds in my account,I can't withdraw or transfer any funds right now. This review process is taking way too long for a routine check. I rely on this account for daily expenses and need access restored.,account_access
TCKT02772,CUST004513,2026-05-31 00:18:37,App keeps logging me out,I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT02773,CUST003756,2026-05-31 03:27:54,Can't log into my account,Can someone manually reset my login so I can access my account? The mobile app crashes every time I try to sign in. I've reset my password three times and still can't log in.,login_issue
